resource,conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date
041560991f8c2e27de78b0e49e9e9f2282879bdad6564681568d5ddd2bd4de33,CA01,,,2020-09-14,"MULTIPOLYGON (((-2.61472 53.4572, -2.61399 53.4572, -2.61382 53.4557, -2.61562 53.4556, -2.61576 53.455, -2.61675 53.4549, -2.61721 53.455, -2.61709 53.4552, -2.61854 53.4553, -2.61819 53.4558, -2.61871 53.4559, -2.6185 53.4562, -2.6204 53.4567, -2.62019 53.457, -2.62156 53.4574, -2.62137 53.4576, -2.62284 53.458, -2.62344 53.4573, -2.6238 53.4574, -2.62309 53.4583, -2.62404 53.4584, -2.62343 53.459, -2.62224 53.4587, -2.622 53.459, -2.62163 53.459, -2.62163 53.4586, -2.61489 53.4567, -2.61472 53.4572)))",High Street,local-authority-eng:SHN,
